2017-09-15 13:31:43,412 INFO  c.p.u.u.ProjectConfigurator [initializeProjectConfigurationsFromFile:49] [main] - Loading project configuration file 'project.properties'
2017-09-15 13:32:46,055 INFO  c.p.u.u.ProjectConfigurator [initializeProjectConfigurationsFromFile:49] [main] - Loading project configuration file 'project.properties'
2017-09-15 13:33:19,778 INFO  c.p.u.u.ObjectRepository [initialize:54] [TestNG-test=ArchiveAndDeleteTest-1] - Loading locator file: locators.properties
2017-09-15 13:33:20,586 INFO  c.p.u.c.BasePage [type:165] [TestNG-test=ArchiveAndDeleteTest-1] - Successfully typed text 'xeno.andriopoulos@db.com' on element 'MyTeamsEmail' with locator value 'ID,edit-name'
2017-09-15 13:33:21,046 INFO  c.p.u.c.BasePage [type:165] [TestNG-test=ArchiveAndDeleteTest-1] - Successfully typed text 'Install123' on element 'MyTeamsPassword' with locator value 'ID,edit-pass'
2017-09-15 13:33:33,283 INFO  c.p.u.c.BasePage [click:122] [TestNG-test=ArchiveAndDeleteTest-1] - Successfully clicked on element 'MyTeamsLogin' with locator value 'ID,edit-submit'
2017-09-15 13:33:33,283 INFO  c.p.u.u.A.ArchiveAndDeleteTeam [testArchiveAndDelete:62] [TestNG-test=ArchiveAndDeleteTest-1] - Now showing my teams home page.
2017-09-15 13:33:33,626 INFO  c.p.u.c.BasePage [switchToFrameByName:701] [TestNG-test=ArchiveAndDeleteTest-1] - Successfully switched to frame identified by name 'PegaTeamsIfr'
2017-09-15 13:33:33,932 INFO  c.p.u.c.BasePage [switchToFrameByName:701] [TestNG-test=ArchiveAndDeleteTest-1] - Successfully switched to frame identified by name 'PegaTeamsIfr'
2017-09-15 13:33:34,254 INFO  c.p.u.c.BasePage [getText:507] [TestNG-test=ArchiveAndDeleteTest-1] - Text for element 'ActiveOrArchiveTeamsCount' with locator value 'CSS_SELECTOR,.work_identifier' is Active Teams (6)
2017-09-15 13:33:34,255 INFO  c.p.u.u.A.ArchiveAndDeleteTeam [testArchiveAndDelete:68] [TestNG-test=ArchiveAndDeleteTest-1] - Active teams count:6
2017-09-15 13:33:34,255 INFO  c.p.u.u.A.ArchiveAndDeleteTeam [testArchiveAndDelete:70] [TestNG-test=ArchiveAndDeleteTest-1] - Clicking on create button
2017-09-15 13:33:35,173 INFO  c.p.u.c.BasePage [click:122] [TestNG-test=ArchiveAndDeleteTest-1] - Successfully clicked on element 'MyTeamsCreate' with locator value 'CSS_SELECTOR,.pi.icon-plus-circle'
2017-09-15 13:33:45,177 INFO  c.p.u.u.A.ArchiveAndDeleteTeam [testArchiveAndDelete:73] [TestNG-test=ArchiveAndDeleteTest-1] - Now showing create team page
2017-09-15 13:33:45,808 INFO  c.p.u.c.BasePage [type:165] [TestNG-test=ArchiveAndDeleteTest-1] - Successfully typed text 'TestName1505496825179' on element 'TeamName' with locator value 'XPATH,.//*[@id='pyLabel']'
2017-09-15 13:33:46,366 INFO  c.p.u.c.BasePage [type:165] [TestNG-test=ArchiveAndDeleteTest-1] - Successfully typed text 'TestDesc1505496825179' on element 'TeamDescription' with locator value 'XPATH,.//*[@id='Description']'
2017-09-15 13:33:48,405 INFO  c.p.u.c.BasePage [click:122] [TestNG-test=ArchiveAndDeleteTest-1] - Successfully clicked on element 'Next' with locator value 'CSS_SELECTOR,button[title$='item']'
2017-09-15 13:33:58,410 INFO  c.p.u.u.A.ArchiveAndDeleteTeam [testArchiveAndDelete:78] [TestNG-test=ArchiveAndDeleteTest-1] - Now showing team page
2017-09-15 13:33:59,165 INFO  c.p.u.c.BasePage [click:122] [TestNG-test=ArchiveAndDeleteTest-1] - Successfully clicked on element 'ActionsMenu' with locator value 'CSS_SELECTOR,button[role='button']'
2017-09-15 13:34:00,070 INFO  c.p.u.c.BasePage [click:122] [TestNG-test=ArchiveAndDeleteTest-1] - Successfully clicked on element 'AddMembers' with locator value 'CSS_SELECTOR,.menu-item.menu-item-enabled:nth-of-type(1)'
2017-09-15 13:34:01,240 INFO  c.p.u.c.BasePage [type:165] [TestNG-test=ArchiveAndDeleteTest-1] - Successfully typed text 'chaitanya.marathi@in.pega.com' on element 'AddEmail1' with locator value 'XPATH,.//*[@id='LoginID1']'
